main_id,ra,dec,plx_value
"Wolf  358",162.7167968251621,6.808127671502777,143.5391
"NAME BD-17 588BC",45.462820300000004,-16.5919628,142.57
"GJ 393 b",157.2314636792975,0.8409996957155557,142.0951
"BD+01  2447",157.2314636792975,0.8409996957155557,142.0951
"HD 199305",313.3324538386721,62.154393683718055,142.0543
"LSPM J2146+3813",326.59196860781,38.21804925273,141.8946
"LP  914-54",224.15943113148623,-28.163505320412494,141.7891
"2MASS J05212615+1025328",80.358986,10.425799,141.2
"WISE J205628.91+145953.2",314.117960875,14.99661138888889,140.8
"L  230-188",62.61718081343875,-53.60226070933555,140.6961
"WISE J004945.61+215120.0",12.442033,21.855675,140.4
"G 157-77",353.79359344456117,-2.3890593186402778,139.3389
"V* BX Cet",39.06361196853625,6.871643222118333,138.4371
"HD  16160",39.020422237076254,6.886773237304166,138.34
"2MASS J08354256-0819237",128.92721434331168,-8.323158924749723,138.3147
"L  788-34",335.7791533548229,-17.607314733412778,138.228
"HD 156384Ch",259.7451137490841,-34.99683685371723,138.0663
"HD 156384Cb",259.7451137490841,-34.99683685371723,138.0663
"HD 156384Cd",259.7451137490841,-34.99683685371723,138.0663
"HD 156384Cg",259.7451137490841,-34.99683685371723,138.0663
"HD 156384Ce",259.7451137490841,-34.99683685371723,138.0663
"HD 156384Cf",259.7451137490841,-34.99683685371723,138.0663
"HD 156384C",259.7451137490841,-34.99683685371723,138.0663
"HD 156384Cc",259.7451137490841,-34.99683685371723,138.0663
"2MASS J06073908+2429574",91.91258305247833,24.499109466049998,138.0616
"WISEP J031325.96+780744.2",48.357532416666665,78.1288448611111,135.6
"2MASSW J1507476-162738",226.9486492731425,-16.461142773012774,134.9474
"HD   4628",12.095733229549584,5.280613745820556,134.4948
"Wolf  922",322.8273709538331,-9.7906895203813,134.0831
"* bet Hyi",6.4377931550222804,-77.25424611998604,134.07
"G  24-16",307.4513246532652,9.689052918565,133.8113
"Gaia DR2 6702242043883732864",274.52631556045833,-51.41119915009361,132.7692
"G 203-47",257.38143158518375,43.68132579525833,131.5996
"V* TW PsA",344.1002189853825,-31.565564051324166,131.5525
"G 141-36",282.0730722831846,7.6892184737413904,131.279
"2MASS J20005017+3629465",300.209069,36.496262,131.2
"GJ 514 b",202.49910791431287,10.377162370159724,131.1013
"BD+11  2576",202.49910791431287,10.377162370159724,131.1013
"WISE J173835.53+273259.0",264.6469630833333,27.550652611111115,130.9
"G 258-33",274.7384690951179,66.19258453656946,130.8531
"* 107 Psc",25.624010521366664,20.26851268269722,130.8234
"WISEA J235402.79+024014.1",358.510076875,2.6718170277777777,130.6
"L  499-56",330.622434576625,-37.08091797926029,130.4186
"* mu. Cas",17.06792893936375,54.920155889239716,130.2881
"* alf PsA C",342.0187202090404,-24.368810498159718,130.2707
"* alf Lyr",279.234734787025,38.783688956244,130.23
"V* VX Ari",41.064623921057915,25.523365237277776,130.1956
"HD  16160B",39.01958333333334,6.887499999999999,130.01
"* alf PsA b",344.41269270833334,-29.622237027777782,129.81
"* alf PsA",344.4126927211701,-29.622237033389442,129.81
"V* AN Sex",153.07361770816,-3.7456644563700006,129.7544
"HD 157881",261.4384684594025,2.111423259000556,129.6459
